frame_idx,filename,phase
0,001.png,0.34730011224746704
1,002.png,0.3471372723579407
2,003.png,0.3514343798160553
3,004.png,0.3577840328216553
4,005.png,0.36500370502471924
5,006.png,0.37250611186027527
6,007.png,0.3799971342086792
7,008.png,0.38735124468803406
8,009.png,0.39452800154685974
9,010.png,0.4014747142791748
10,011.png,0.40817147493362427
11,012.png,0.41464632749557495
12,013.png,0.4208811819553375
13,014.png,0.42687249183654785
14,015.png,0.43262338638305664
15,016.png,0.43813517689704895
16,017.png,0.4433724582195282
17,018.png,0.44835829734802246
18,019.png,0.45308178663253784
19,020.png,0.4575403928756714
20,021.png,0.46173587441444397
21,022.png,0.4656757116317749
22,023.png,0.46937939524650574
23,024.png,0.4728565812110901
24,025.png,0.47609227895736694
25,026.png,0.47909677028656006
26,027.png,0.48187515139579773
27,028.png,0.48445719480514526
28,029.png,0.48685020208358765
29,030.png,0.4890564978122711
30,031.png,0.4910738468170166
31,032.png,0.4929213225841522
32,033.png,0.4946390986442566
33,034.png,0.4962065517902374
34,035.png,0.4976429045200348
35,036.png,0.49895885586738586
36,037.png,0.5001513361930847
37,038.png,0.5012437105178833
38,039.png,0.50223308801651
39,040.png,0.5031106472015381
40,041.png,0.5039072036743164
41,042.png,0.504630982875824
42,043.png,0.5052893757820129
43,044.png,0.5058813095092773
44,045.png,0.5064189434051514
45,046.png,0.5068990588188171
46,047.png,0.5073366165161133
47,048.png,0.5077365636825562
48,049.png,0.508097767829895
49,050.png,0.5084357261657715
50,051.png,0.5087344646453857
51,052.png,0.5089917778968811
52,053.png,0.5092301368713379
53,054.png,0.5094571709632874
54,055.png,0.5096665620803833
55,056.png,0.5098530650138855
56,057.png,0.510026752948761
57,058.png,0.5101783871650696
58,059.png,0.5103101134300232
59,060.png,0.5104283690452576
60,061.png,0.5105468034744263
61,062.png,0.5106714367866516
62,063.png,0.5107719898223877
63,064.png,0.5108582973480225
64,065.png,0.510932981967926
65,066.png,0.5109893083572388
66,067.png,0.5110591650009155
67,068.png,0.5111226439476013
68,069.png,0.5111827850341797
69,070.png,0.5112313032150269
70,071.png,0.5112719535827637
71,072.png,0.5112890005111694
72,073.png,0.5113056898117065
73,074.png,0.511329174041748
74,075.png,0.5113564729690552
75,076.png,0.5113720893859863
76,077.png,0.5113799571990967
77,078.png,0.5113883018493652
78,079.png,0.5114032030105591
79,080.png,0.5114054679870605
80,081.png,0.5114083290100098
81,082.png,0.5114181041717529
82,083.png,0.5114147663116455
83,084.png,0.5114116668701172
84,085.png,0.511407196521759
85,086.png,0.5113988518714905
86,087.png,0.5113798379898071
87,088.png,0.5113547444343567
88,089.png,0.5113379955291748
89,090.png,0.5113272666931152
90,091.png,0.5113092660903931
91,092.png,0.5113070011138916
92,093.png,0.5113071203231812
93,094.png,0.5113043785095215
94,095.png,0.511310338973999
95,096.png,0.5113217234611511
96,097.png,0.5113446712493896
97,098.png,0.5113697052001953
98,099.png,0.5113932490348816
99,100.png,0.511421263217926
100,101.png,0.5114473700523376
101,102.png,0.5114762187004089
102,103.png,0.5115004181861877
103,104.png,0.5115233063697815
104,105.png,0.5115375518798828
105,106.png,0.5115368962287903
106,107.png,0.5115236043930054
107,108.png,0.5115188956260681
108,109.png,0.5115112662315369
109,110.png,0.5115038156509399
110,111.png,0.5115028619766235
111,112.png,0.5114931464195251
112,113.png,0.5114827156066895
113,114.png,0.511477530002594
114,115.png,0.5114697217941284
115,116.png,0.511463463306427
116,117.png,0.5114684700965881
117,118.png,0.5114627480506897
118,119.png,0.5114460587501526
119,120.png,0.5114309191703796
120,121.png,0.5114166736602783
121,122.png,0.5114027857780457
122,123.png,0.5113936066627502
123,124.png,0.5114100575447083
124,125.png,0.5114304423332214
125,126.png,0.5114366412162781
126,127.png,0.5114549994468689
127,128.png,0.5114758014678955
128,129.png,0.5114947557449341
129,130.png,0.5115222334861755
130,131.png,0.511541485786438
131,132.png,0.5115570425987244
132,133.png,0.5115808844566345
133,134.png,0.5116094946861267
134,135.png,0.5116274952888489
135,136.png,0.5116516351699829
136,137.png,0.5116666555404663
137,138.png,0.5116888284683228
138,139.png,0.5116986632347107
139,140.png,0.5117092132568359
140,141.png,0.5117099285125732
141,142.png,0.5117161273956299
142,143.png,0.5117181539535522
143,144.png,0.5117038488388062
144,145.png,0.511685311794281
145,146.png,0.5116692185401917
146,147.png,0.5116678476333618
147,148.png,0.5116662383079529
148,149.png,0.5116752982139587
149,150.png,0.5116777420043945
150,151.png,0.5116865634918213
151,152.png,0.5116929411888123
152,153.png,0.5116918683052063
153,154.png,0.5117035508155823
154,155.png,0.5116978883743286
155,156.png,0.5117039680480957
156,157.png,0.5117151141166687
157,158.png,0.5117253065109253
158,159.png,0.511737585067749
159,160.png,0.5117574334144592
160,161.png,0.5117989778518677
161,162.png,0.5118340253829956
162,163.png,0.5118609070777893
163,164.png,0.5118971467018127
164,165.png,0.5119296908378601
165,166.png,0.5119518637657166
166,167.png,0.5119544863700867
167,168.png,0.511962354183197
168,169.png,0.5119608044624329
169,170.png,0.5119555592536926
170,171.png,0.5119441747665405
171,172.png,0.5119237303733826
172,173.png,0.511902391910553
173,174.png,0.5118569135665894
174,175.png,0.511817216873169
175,176.png,0.5117822885513306
176,177.png,0.5117592215538025
177,178.png,0.5117303133010864
178,179.png,0.51170414686203
179,180.png,0.511690616607666
180,181.png,0.511677622795105
181,182.png,0.5116634964942932
182,183.png,0.5116607546806335
183,184.png,0.5116543173789978
184,185.png,0.5116531252861023
185,186.png,0.5116462707519531
186,187.png,0.5116474032402039
187,188.png,0.5116533041000366
188,189.png,0.5116493701934814
189,190.png,0.5116525292396545
190,191.png,0.5116465091705322
191,192.png,0.511644721031189
192,193.png,0.5116522908210754
193,194.png,0.5116559863090515
194,195.png,0.5116767883300781
195,196.png,0.51170814037323
196,197.png,0.5117477774620056
197,198.png,0.5117736458778381
198,199.png,0.511804461479187
199,200.png,0.5118318200111389
200,201.png,0.5118661522865295
201,202.png,0.5119116902351379
202,203.png,0.5119394063949585
203,204.png,0.5119466781616211
204,205.png,0.511960506439209
205,206.png,0.5119593739509583
206,207.png,0.5119407773017883
207,208.png,0.5119386911392212
208,209.png,0.5119543671607971
209,210.png,0.5119509100914001
210,211.png,0.5119365453720093
211,212.png,0.5119320154190063
212,213.png,0.5119327306747437
213,214.png,0.5119379162788391
214,215.png,0.5119284987449646
215,216.png,0.5119246244430542
216,217.png,0.5119348168373108
217,218.png,0.5119370222091675
218,219.png,0.5119533538818359
219,220.png,0.5119720101356506
220,221.png,0.5120030641555786
221,222.png,0.5120100975036621
222,223.png,0.5120097398757935
223,224.png,0.5119962692260742
224,225.png,0.5119901895523071
225,226.png,0.5119807720184326
226,227.png,0.5119707584381104
227,228.png,0.5119571089744568
228,229.png,0.5119504928588867
229,230.png,0.5119222402572632
230,231.png,0.5118924975395203
231,232.png,0.5118590593338013
232,233.png,0.5118248462677002
233,234.png,0.5117810368537903
234,235.png,0.5117482542991638
235,236.png,0.5117093324661255
236,237.png,0.511662483215332
237,238.png,0.5116347670555115
238,239.png,0.5115979909896851
239,240.png,0.5115753412246704
240,241.png,0.5115599632263184
241,242.png,0.5115164518356323
242,243.png,0.5114856362342834
243,244.png,0.5114491581916809
244,245.png,0.5114368200302124
245,246.png,0.5114336013793945
246,247.png,0.5114250183105469
247,248.png,0.5114044547080994
248,249.png,0.5114027261734009
249,250.png,0.5114142894744873
250,251.png,0.5114355087280273
251,252.png,0.511445939540863
252,253.png,0.5114620923995972
253,254.png,0.5114988088607788
254,255.png,0.5115221738815308
255,256.png,0.511550784111023
256,257.png,0.5115856528282166
257,258.png,0.5115953087806702
258,259.png,0.5116220712661743
259,260.png,0.511647641658783
260,261.png,0.5116574168205261
261,262.png,0.5116797089576721
262,263.png,0.5116959810256958
263,264.png,0.5116946697235107
264,265.png,0.5117071866989136
265,266.png,0.5117175579071045
266,267.png,0.5117366313934326
267,268.png,0.5117473602294922
268,269.png,0.5117549896240234
269,270.png,0.5117684602737427
270,271.png,0.5117635726928711
271,272.png,0.5117505192756653
272,273.png,0.5117471814155579
273,274.png,0.5117536187171936
274,275.png,0.5117552876472473
275,276.png,0.5117521286010742
276,277.png,0.5117321014404297
277,278.png,0.511729896068573
278,279.png,0.5117271542549133
279,280.png,0.5117174386978149
280,281.png,0.5117196440696716
281,282.png,0.5117228627204895
282,283.png,0.5117232799530029
283,284.png,0.51174396276474
284,285.png,0.5117585062980652
285,286.png,0.5117631554603577
286,287.png,0.5117735266685486
287,288.png,0.5117705464363098
288,289.png,0.5117741227149963
289,290.png,0.5117694139480591
290,291.png,0.5117495656013489
291,292.png,0.5117387175559998
292,293.png,0.5117182731628418
293,294.png,0.5117073655128479
294,295.png,0.5116991400718689
295,296.png,0.5116832852363586
296,297.png,0.5116622447967529
297,298.png,0.5116482377052307
298,299.png,0.5116400718688965
299,300.png,0.5116459131240845
300,301.png,0.5116535425186157
301,302.png,0.5116722583770752
302,303.png,0.5116971135139465
303,304.png,0.5117473602294922
304,305.png,0.5118282437324524
305,306.png,0.5119462013244629
306,307.png,0.5121050477027893
307,308.png,0.5123180747032166
308,309.png,0.5126096606254578
309,310.png,0.5129926800727844
310,311.png,0.5134766101837158
311,312.png,0.5141229629516602
312,313.png,0.5149848461151123
313,314.png,0.5161051154136658
314,315.png,0.5175716876983643
315,316.png,0.5194844007492065
316,317.png,0.5220136642456055
317,318.png,0.5253260135650635
318,319.png,0.5296542048454285
319,320.png,0.535317063331604
320,321.png,0.5427001714706421
321,322.png,0.5522552132606506
322,323.png,0.5644944906234741
323,324.png,0.5799000263214111
324,325.png,0.5987173914909363
325,326.png,0.6205794215202332
