frame_idx,filename,phase
0,001.png,0.34783631563186646
1,002.png,0.3476823568344116
2,003.png,0.3519590497016907
3,004.png,0.3582814335823059
4,005.png,0.36545974016189575
5,006.png,0.3728996217250824
6,007.png,0.3803378939628601
7,008.png,0.38763150572776794
8,009.png,0.3947165608406067
9,010.png,0.4015592336654663
10,011.png,0.4081796705722809
11,012.png,0.4145619869232178
12,013.png,0.42070472240448
13,014.png,0.42660170793533325
14,015.png,0.4322565197944641
15,016.png,0.43766680359840393
16,017.png,0.44282862544059753
17,018.png,0.4477631449699402
18,019.png,0.45245417952537537
19,020.png,0.45687735080718994
20,021.png,0.4610578417778015
21,022.png,0.4650118350982666
22,023.png,0.46871787309646606
23,024.png,0.472183495759964
24,025.png,0.4754129946231842
25,026.png,0.4784237742424011
26,027.png,0.48120763897895813
27,028.png,0.4837817847728729
28,029.png,0.4861616790294647
29,030.png,0.4883708357810974
30,031.png,0.4904015064239502
31,032.png,0.4922567903995514
32,033.png,0.4939660131931305
33,034.png,0.49551668763160706
34,035.png,0.49692341685295105
35,036.png,0.49821048974990845
36,037.png,0.4993882477283478
37,038.png,0.5004443526268005
38,039.png,0.5014299154281616
39,040.png,0.5023319125175476
40,041.png,0.5031719207763672
41,042.png,0.5039339661598206
42,043.png,0.5046277046203613
43,044.png,0.5052654147148132
44,045.png,0.5058509111404419
45,046.png,0.5063904523849487
46,047.png,0.5068933963775635
47,048.png,0.5073709487915039
48,049.png,0.5078082084655762
49,050.png,0.5082194209098816
50,051.png,0.5085839033126831
51,052.png,0.5089166164398193
52,053.png,0.5092188119888306
53,054.png,0.5094975829124451
54,055.png,0.5097576975822449
55,056.png,0.5099900364875793
56,057.png,0.5102018713951111
57,058.png,0.5103887319564819
58,059.png,0.5105449557304382
59,060.png,0.5106836557388306
60,061.png,0.5108042359352112
61,062.png,0.5108908414840698
62,063.png,0.5109685063362122
63,064.png,0.51103276014328
64,065.png,0.5110903978347778
65,066.png,0.5111280083656311
66,067.png,0.5111576914787292
67,068.png,0.5112032890319824
68,069.png,0.5112202167510986
69,070.png,0.5112364888191223
70,071.png,0.5112418532371521
71,072.png,0.5112441182136536
72,073.png,0.5112485289573669
73,074.png,0.5112548470497131
74,075.png,0.5112476944923401
75,076.png,0.5112411379814148
76,077.png,0.5112387537956238
77,078.png,0.5112336277961731
78,079.png,0.5112330913543701
79,080.png,0.5112459659576416
80,081.png,0.5112572312355042
81,082.png,0.5112805366516113
82,083.png,0.5113032460212708
83,084.png,0.5113308429718018
84,085.png,0.511372983455658
85,086.png,0.5114067792892456
86,087.png,0.5114354491233826
87,088.png,0.5114604234695435
88,089.png,0.5114796757698059
89,090.png,0.5114942193031311
90,091.png,0.5115119218826294
91,092.png,0.5115337371826172
92,093.png,0.5115533471107483
93,094.png,0.5115795135498047
94,095.png,0.5116099715232849
95,096.png,0.5116362571716309
96,097.png,0.5116456151008606
97,098.png,0.5116576552391052
98,099.png,0.5116767883300781
99,100.png,0.5117018222808838
100,101.png,0.511730968952179
101,102.png,0.5117638111114502
102,103.png,0.5117987990379333
103,104.png,0.5118231773376465
104,105.png,0.5118381381034851
105,106.png,0.511849582195282
106,107.png,0.5118548274040222
107,108.png,0.5118751525878906
108,109.png,0.5118885636329651
109,110.png,0.5119228959083557
110,111.png,0.5119563937187195
111,112.png,0.5119849443435669
112,113.png,0.5120187401771545
113,114.png,0.5120378136634827
114,115.png,0.5120464563369751
115,116.png,0.5120590925216675
116,117.png,0.5120538473129272
117,118.png,0.5120394229888916
118,119.png,0.5120325684547424
119,120.png,0.5120116472244263
120,121.png,0.512001097202301
121,122.png,0.5119801163673401
122,123.png,0.5119576454162598
123,124.png,0.5119287371635437
124,125.png,0.511901319026947
125,126.png,0.5118632316589355
126,127.png,0.5118295550346375
127,128.png,0.5118125081062317
128,129.png,0.5117996335029602
129,130.png,0.5117849111557007
130,131.png,0.5117704272270203
131,132.png,0.5117708444595337
132,133.png,0.5117709636688232
133,134.png,0.5117733478546143
134,135.png,0.5117640495300293
135,136.png,0.5117573142051697
136,137.png,0.5117579698562622
137,138.png,0.5117505192756653
138,139.png,0.5117534399032593
139,140.png,0.5117555260658264
140,141.png,0.511766254901886
141,142.png,0.511773407459259
142,143.png,0.5117910504341125
143,144.png,0.511803150177002
144,145.png,0.5118134021759033
145,146.png,0.5118233561515808
146,147.png,0.5118148326873779
147,148.png,0.5118041038513184
148,149.png,0.5117931962013245
149,150.png,0.5117778182029724
150,151.png,0.5117555260658264
151,152.png,0.5117279887199402
152,153.png,0.5117098093032837
153,154.png,0.5116969347000122
154,155.png,0.5116837620735168
155,156.png,0.5116868019104004
156,157.png,0.5116846561431885
157,158.png,0.5116773843765259
158,159.png,0.5116710066795349
159,160.png,0.5116799473762512
160,161.png,0.511684238910675
161,162.png,0.5116972327232361
162,163.png,0.5117086172103882
163,164.png,0.5117198824882507
164,165.png,0.5117256045341492
165,166.png,0.5117366909980774
