epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,130.326,0.95886,1.89067,0.96194,0.01263,0.8,0.35187,0.26837,0.75578,3.27016,0.86939,0.000251585,0.000251585,0.000251585
23,135.999,0.88649,1.69083,0.95091,0.01326,0.875,0.39864,0.30442,0.74338,3.19082,0.86784,0.000263021,0.000263021,0.000263021
24,141.426,0.93406,1.72085,0.96387,0.01326,0.875,0.39864,0.30442,0.74338,3.19082,0.86784,0.000274407,0.000274407,0.000274407
25,146.943,0.92752,1.73813,0.9673,0.01406,0.975,0.47365,0.37457,0.74777,3.10751,0.864,0.000285744,0.000285744,0.000285744
26,152.579,0.96586,1.60646,1.00121,0.01406,0.975,0.47365,0.37457,0.74777,3.10751,0.864,0.000297031,0.000297031,0.000297031
27,158.11,0.96789,1.62453,0.94496,0.01374,0.975,0.51821,0.40246,0.75704,3.05594,0.86051,0.000308269,0.000308269,0.000308269
28,163.608,0.92368,1.6511,0.96507,0.01374,0.975,0.51821,0.40246,0.75704,3.05594,0.86051,0.000319457,0.000319457,0.000319457
29,169.159,0.99018,1.59291,1.01622,0.01302,0.925,0.50702,0.38712,0.81385,3.01858,0.8682,0.000330596,0.000330596,0.000330596
30,174.73,1.07067,1.6487,0.9993,0.01302,0.925,0.50702,0.38712,0.81385,3.01858,0.8682,0.000341685,0.000341685,0.000341685
31,180.545,0.91684,1.50193,0.93534,0.0122,0.875,0.54929,0.42371,0.84574,2.98409,0.87761,0.000352725,0.000352725,0.000352725
32,186.43,0.86739,1.46355,0.92574,0.0122,0.875,0.54929,0.42371,0.84574,2.98409,0.87761,0.000363715,0.000363715,0.000363715
33,192.093,0.72039,1.47271,0.89311,0.01236,0.875,0.59147,0.46396,0.78565,2.94532,0.86371,0.000374656,0.000374656,0.000374656
34,200.5,0.85377,1.54742,0.93604,0.01236,0.875,0.59147,0.46396,0.78565,2.94532,0.86371,0.000385547,0.000385547,0.000385547
35,207.689,0.91093,1.38263,0.96053,0.01369,0.95,0.61839,0.48404,0.78603,2.96318,0.86282,0.000396389,0.000396389,0.000396389
36,213.262,0.87792,1.39461,0.9242,0.01369,0.95,0.61839,0.48404,0.78603,2.96318,0.86282,0.000407181,0.000407181,0.000407181
37,218.977,0.88515,1.45391,0.94484,0.0145,0.975,0.61992,0.48184,0.79011,2.98097,0.86108,0.000417924,0.000417924,0.000417924
38,225.505,0.78897,1.2642,0.91922,0.0145,0.975,0.61992,0.48184,0.79011,2.98097,0.86108,0.000428617,0.000428617,0.000428617
39,231.772,0.81906,1.34595,0.94132,0.01453,0.95,0.59543,0.46059,0.81838,2.97717,0.86635,0.000439261,0.000439261,0.000439261
40,237.563,0.76262,1.17838,0.89898,0.01453,0.95,0.59543,0.46059,0.81838,2.97717,0.86635,0.000449855,0.000449855,0.000449855
41,243.439,0.83661,1.20738,0.91843,0.68416,0.50988,0.59621,0.48578,0.74713,2.93319,0.85148,0.0004604,0.0004604,0.0004604
42,249.562,0.8671,1.30512,0.94124,0.68416,0.50988,0.59621,0.48578,0.74713,2.93319,0.85148,0.000470895,0.000470895,0.000470895
43,255.473,0.85789,1.34397,0.92403,0.80011,0.19432,0.56911,0.47774,0.72155,2.9303,0.84924,0.000481341,0.000481341,0.000481341
44,261.129,0.80707,1.41112,0.98533,0.80011,0.19432,0.56911,0.47774,0.72155,2.9303,0.84924,0.000491737,0.000491737,0.000491737
45,266.681,0.79541,1.23468,0.90193,0.82401,0.14289,0.57071,0.47077,0.75545,2.94743,0.86104,0.000502084,0.000502084,0.000502084
46,272.182,0.77578,1.17333,0.85767,0.82401,0.14289,0.57071,0.47077,0.75545,2.94743,0.86104,0.000512381,0.000512381,0.000512381
47,277.693,0.91952,1.31733,0.94531,0.68015,0.0963,0.6052,0.49604,0.72879,2.92534,0.85657,0.000522629,0.000522629,0.000522629
48,283.457,0.80569,1.15229,0.90085,0.68015,0.0963,0.6052,0.49604,0.72879,2.92534,0.85657,0.000532827,0.000532827,0.000532827
49,289.264,0.81957,1.22968,0.88219,0.79605,0.12379,0.65095,0.51161,0.7082,2.92763,0.84967,0.000542976,0.000542976,0.000542976
50,295.081,0.77321,1.13987,0.90375,0.79605,0.12379,0.65095,0.51161,0.7082,2.92763,0.84967,0.000553075,0.000553075,0.000553075
51,300.776,0.81118,1.35863,0.96271,0.7127,0.09711,0.6584,0.51079,0.75769,2.90396,0.85554,0.000563125,0.000563125,0.000563125
52,306.286,0.77899,1.26564,0.92875,0.7127,0.09711,0.6584,0.51079,0.75769,2.90396,0.85554,0.000573125,0.000573125,0.000573125
53,311.839,0.77544,1.07749,0.90801,0.7127,0.09711,0.6584,0.51079,0.75769,2.90396,0.85554,0.000583076,0.000583076,0.000583076
54,317.452,0.87215,1.22456,0.92657,0.67807,0.16871,0.71482,0.55892,0.75189,2.73104,0.85952,0.000592977,0.000592977,0.000592977
55,322.864,0.76623,1.03474,0.92682,0.67807,0.16871,0.71482,0.55892,0.75189,2.73104,0.85952,0.000602829,0.000602829,0.000602829
56,328.397,0.84023,1.30629,0.97181,0.67807,0.16871,0.71482,0.55892,0.75189,2.73104,0.85952,0.000612631,0.000612631,0.000612631
57,333.946,0.79031,1.05488,0.90393,0.7489,0.37579,0.72364,0.57925,0.70652,2.56415,0.84695,0.000622384,0.000622384,0.000622384
58,339.56,0.82828,1.19021,0.94196,0.7489,0.37579,0.72364,0.57925,0.70652,2.56415,0.84695,0.000632087,0.000632087,0.000632087
59,345.164,0.81264,1.12687,0.9337,0.7489,0.37579,0.72364,0.57925,0.70652,2.56415,0.84695,0.000641741,0.000641741,0.000641741
60,350.755,0.71094,1.06879,0.91953,0.7597,0.40723,0.75958,0.59514,0.74211,2.48539,0.85105,0.000651345,0.000651345,0.000651345
61,356.442,0.79124,1.20787,0.95808,0.7597,0.40723,0.75958,0.59514,0.74211,2.48539,0.85105,0.0006609,0.0006609,0.0006609
62,361.944,0.728,1.10523,0.89481,0.7597,0.40723,0.75958,0.59514,0.74211,2.48539,0.85105,0.000670405,0.000670405,0.000670405
63,367.521,0.73832,1.21358,0.93867,0.73858,0.37455,0.78975,0.61731,0.76876,2.48475,0.84629,0.000679861,0.000679861,0.000679861
64,373.681,0.78706,1.00977,0.89693,0.73858,0.37455,0.78975,0.61731,0.76876,2.48475,0.84629,0.000689267,0.000689267,0.000689267
65,379.611,0.89222,1.16698,0.91789,0.73858,0.37455,0.78975,0.61731,0.76876,2.48475,0.84629,0.000698624,0.000698624,0.000698624
66,386.563,0.82933,1.14394,0.95059,0.77326,0.31609,0.83101,0.6532,0.74501,2.45727,0.8425,0.000707931,0.000707931,0.000707931
67,392.895,0.79368,1.07745,0.91692,0.77326,0.31609,0.83101,0.6532,0.74501,2.45727,0.8425,0.000717189,0.000717189,0.000717189
68,399.592,0.72709,0.99082,0.88742,0.77326,0.31609,0.83101,0.6532,0.74501,2.45727,0.8425,0.000726397,0.000726397,0.000726397
69,405.174,0.70457,1.03205,0.88324,0.80921,0.37004,0.86201,0.69786,0.7022,2.37548,0.83856,0.000735556,0.000735556,0.000735556
70,410.616,0.76153,1.10319,0.94644,0.80921,0.37004,0.86201,0.69786,0.7022,2.37548,0.83856,0.000744665,0.000744665,0.000744665
71,416.227,0.72547,0.95465,0.88272,0.80921,0.37004,0.86201,0.69786,0.7022,2.37548,0.83856,0.000753725,0.000753725,0.000753725
72,421.844,0.70567,1.04119,0.92169,0.87877,0.53256,0.87536,0.71419,0.68302,2.21036,0.83901,0.000762735,0.000762735,0.000762735
73,427.721,0.74107,0.95106,0.92312,0.87877,0.53256,0.87536,0.71419,0.68302,2.21036,0.83901,0.000771696,0.000771696,0.000771696
74,433.59,0.8029,0.98791,0.89636,0.87877,0.53256,0.87536,0.71419,0.68302,2.21036,0.83901,0.000780607,0.000780607,0.000780607
75,439.142,0.77414,1.26028,0.99544,0.97165,0.6018,0.91214,0.73629,0.68892,2.14444,0.83513,0.000789469,0.000789469,0.000789469
76,444.61,0.746,0.98661,0.91688,0.97165,0.6018,0.91214,0.73629,0.68892,2.14444,0.83513,0.000798281,0.000798281,0.000798281
77,450.766,0.78748,0.97539,0.88145,0.97165,0.6018,0.91214,0.73629,0.68892,2.14444,0.83513,0.000807044,0.000807044,0.000807044
78,457.216,0.77554,0.98932,0.93295,1,0.70276,0.97221,0.7624,0.77147,2.1252,0.86047,0.000815757,0.000815757,0.000815757
79,462.814,0.73986,0.89662,0.92579,1,0.70276,0.97221,0.7624,0.77147,2.1252,0.86047,0.000824421,0.000824421,0.000824421
80,469.421,0.73072,0.86424,0.91519,1,0.70276,0.97221,0.7624,0.77147,2.1252,0.86047,0.000833035,0.000833035,0.000833035
81,475.603,0.85124,0.99266,0.9728,1,0.67984,0.97739,0.80165,0.74322,2.12151,0.86046,0.0008416,0.0008416,0.0008416
82,482.497,0.69075,1.05454,0.92449,1,0.67984,0.97739,0.80165,0.74322,2.12151,0.86046,0.000850115,0.000850115,0.000850115
83,489.49,0.74447,0.96087,0.92838,1,0.67984,0.97739,0.80165,0.74322,2.12151,0.86046,0.000858581,0.000858581,0.000858581
84,495.114,0.67808,0.93528,0.91602,1,0.76712,0.95361,0.81593,0.6354,2.08086,0.83675,0.000866997,0.000866997,0.000866997
85,500.874,0.67142,0.85526,0.89591,1,0.76712,0.95361,0.81593,0.6354,2.08086,0.83675,0.000875364,0.000875364,0.000875364
86,506.705,0.86087,0.91142,0.94817,1,0.76712,0.95361,0.81593,0.6354,2.08086,0.83675,0.000883681,0.000883681,0.000883681
87,512.3,0.74169,0.90494,0.98871,1,0.76712,0.95361,0.81593,0.6354,2.08086,0.83675,0.000891949,0.000891949,0.000891949
88,517.81,0.76262,0.93854,0.92121,0.99028,0.85077,0.96471,0.82477,0.64339,1.92802,0.83786,0.000900167,0.000900167,0.000900167
89,523.332,0.87753,0.93662,0.88513,0.99028,0.85077,0.96471,0.82477,0.64339,1.92802,0.83786,0.000908336,0.000908336,0.000908336
90,528.884,0.69203,0.91589,0.92532,0.99028,0.85077,0.96471,0.82477,0.64339,1.92802,0.83786,0.000916455,0.000916455,0.000916455
91,534.439,0.78028,0.89821,0.88022,0.99028,0.85077,0.96471,0.82477,0.64339,1.92802,0.83786,0.000924525,0.000924525,0.000924525
92,540.682,0.74763,0.87473,0.88952,0.96967,0.84268,0.97804,0.77335,0.84143,1.85912,0.89938,0.000932545,0.000932545,0.000932545
93,546.56,0.7686,0.85398,0.89304,0.96967,0.84268,0.97804,0.77335,0.84143,1.85912,0.89938,0.000940516,0.000940516,0.000940516
94,552.092,0.71262,0.7393,0.86961,0.96967,0.84268,0.97804,0.77335,0.84143,1.85912,0.89938,0.000948437,0.000948437,0.000948437
95,557.672,0.82298,0.8662,0.99021,0.96967,0.84268,0.97804,0.77335,0.84143,1.85912,0.89938,0.000956309,0.000956309,0.000956309
96,564.67,0.77959,0.84732,0.97093,0.91931,0.78824,0.92918,0.76144,0.73756,1.85118,0.87819,0.000964131,0.000964131,0.000964131
97,571.473,0.75269,0.86948,0.9726,0.91931,0.78824,0.92918,0.76144,0.73756,1.85118,0.87819,0.000971904,0.000971904,0.000971904
98,576.868,0.7293,0.84026,0.93596,0.91931,0.78824,0.92918,0.76144,0.73756,1.85118,0.87819,0.000979627,0.000979627,0.000979627
99,582.263,0.75977,0.84296,0.94343,0.91931,0.78824,0.92918,0.76144,0.73756,1.85118,0.87819,0.000987301,0.000987301,0.000987301
100,587.723,0.74869,0.85516,0.9395,0.93281,0.80781,0.93966,0.79862,0.65734,1.7887,0.84488,0.000994925,0.000994925,0.000994925
101,593.738,0.66901,0.79385,0.88647,0.93281,0.80781,0.93966,0.79862,0.65734,1.7887,0.84488,0.0010025,0.0010025,0.0010025
102,599.588,0.71108,0.85839,0.89651,0.93281,0.80781,0.93966,0.79862,0.65734,1.7887,0.84488,0.00100003,0.00100003,0.00100003
103,605.364,0.71683,0.7828,0.91564,0.93281,0.80781,0.93966,0.79862,0.65734,1.7887,0.84488,0.00099755,0.00099755,0.00099755
104,610.878,0.70323,0.84621,0.89856,0.96166,0.96583,0.99273,0.84457,0.7013,1.56087,0.85499,0.000995075,0.000995075,0.000995075
105,616.705,0.71262,0.78159,0.9218,0.96166,0.96583,0.99273,0.84457,0.7013,1.56087,0.85499,0.0009926,0.0009926,0.0009926
106,622.278,0.73149,0.91337,0.92471,0.96166,0.96583,0.99273,0.84457,0.7013,1.56087,0.85499,0.000990125,0.000990125,0.000990125
107,627.739,0.67482,0.78787,0.86487,0.96166,0.96583,0.99273,0.84457,0.7013,1.56087,0.85499,0.00098765,0.00098765,0.00098765
108,633.248,0.70119,0.85937,0.95097,0.9748,0.98593,0.995,0.85704,0.64315,1.32173,0.83886,0.000985175,0.000985175,0.000985175
109,638.774,0.68608,0.79219,0.88764,0.9748,0.98593,0.995,0.85704,0.64315,1.32173,0.83886,0.0009827,0.0009827,0.0009827
110,644.231,0.62688,0.75679,0.87915,0.9748,0.98593,0.995,0.85704,0.64315,1.32173,0.83886,0.000980225,0.000980225,0.000980225
111,649.708,0.70205,0.76593,0.89725,0.9748,0.98593,0.995,0.85704,0.64315,1.32173,0.83886,0.00097775,0.00097775,0.00097775
112,655.411,0.61726,0.68019,0.84667,0.9455,0.94654,0.995,0.86083,0.60673,1.18432,0.84333,0.000975275,0.000975275,0.000975275
113,660.929,0.73288,0.74378,0.90493,0.9455,0.94654,0.995,0.86083,0.60673,1.18432,0.84333,0.0009728,0.0009728,0.0009728
114,666.379,0.64641,0.76339,0.89013,0.9455,0.94654,0.995,0.86083,0.60673,1.18432,0.84333,0.000970325,0.000970325,0.000970325
115,672.082,0.7254,0.75343,0.8964,0.9455,0.94654,0.995,0.86083,0.60673,1.18432,0.84333,0.00096785,0.00096785,0.00096785
116,677.837,0.79145,0.835,0.89435,0.94306,0.90505,0.995,0.86656,0.59051,1.14682,0.84664,0.000965375,0.000965375,0.000965375
117,683.939,0.68398,0.69191,0.86411,0.94306,0.90505,0.995,0.86656,0.59051,1.14682,0.84664,0.0009629,0.0009629,0.0009629
118,689.712,0.638,0.78713,0.86876,0.94306,0.90505,0.995,0.86656,0.59051,1.14682,0.84664,0.000960425,0.000960425,0.000960425
119,695.332,0.71371,0.79185,0.94137,0.94306,0.90505,0.995,0.86656,0.59051,1.14682,0.84664,0.00095795,0.00095795,0.00095795
120,700.94,0.64703,0.80887,0.89201,0.89942,0.97439,0.98923,0.84027,0.60548,1.20911,0.84491,0.000955475,0.000955475,0.000955475
121,706.607,0.67035,0.73858,0.89961,0.89942,0.97439,0.98923,0.84027,0.60548,1.20911,0.84491,0.000953,0.000953,0.000953
122,712.65,0.74674,0.79807,0.92714,0.89942,0.97439,0.98923,0.84027,0.60548,1.20911,0.84491,0.000950525,0.000950525,0.000950525
123,718.658,0.66281,0.75366,0.88755,0.89942,0.97439,0.98923,0.84027,0.60548,1.20911,0.84491,0.00094805,0.00094805,0.00094805
124,727.565,0.75894,0.80116,0.94087,0.91496,0.96525,0.99083,0.84199,0.60464,1.23109,0.84136,0.000945575,0.000945575,0.000945575
125,734.462,0.61285,0.71994,0.86909,0.91496,0.96525,0.99083,0.84199,0.60464,1.23109,0.84136,0.0009431,0.0009431,0.0009431
126,740.722,0.67418,0.75457,0.87278,0.91496,0.96525,0.99083,0.84199,0.60464,1.23109,0.84136,0.000940625,0.000940625,0.000940625
127,747.749,0.6944,0.75008,0.86469,0.91496,0.96525,0.99083,0.84199,0.60464,1.23109,0.84136,0.00093815,0.00093815,0.00093815
128,755.848,0.68631,0.81828,0.87803,0.97517,1,0.995,0.85196,0.61243,1.09194,0.84035,0.000935675,0.000935675,0.000935675
129,763.461,0.63618,0.70206,0.90505,0.97517,1,0.995,0.85196,0.61243,1.09194,0.84035,0.0009332,0.0009332,0.0009332
130,769.976,0.57956,0.62653,0.83525,0.97517,1,0.995,0.85196,0.61243,1.09194,0.84035,0.000930725,0.000930725,0.000930725
131,775.97,0.60899,0.6794,0.88324,0.97517,1,0.995,0.85196,0.61243,1.09194,0.84035,0.00092825,0.00092825,0.00092825
132,782.374,0.66003,0.74961,0.88692,0.96587,1,0.995,0.84252,0.60537,0.8863,0.83977,0.000925775,0.000925775,0.000925775
133,788.985,0.59817,0.67992,0.88188,0.96587,1,0.995,0.84252,0.60537,0.8863,0.83977,0.0009233,0.0009233,0.0009233
134,794.66,0.59366,0.63041,0.83343,0.96587,1,0.995,0.84252,0.60537,0.8863,0.83977,0.000920825,0.000920825,0.000920825
135,800.213,0.601,0.6587,0.86335,0.96587,1,0.995,0.84252,0.60537,0.8863,0.83977,0.00091835,0.00091835,0.00091835
136,805.885,0.66715,0.70048,0.91848,0.96158,0.9538,0.995,0.85555,0.55965,0.79299,0.83502,0.000915875,0.000915875,0.000915875
137,811.586,0.65398,0.70893,0.89367,0.96158,0.9538,0.995,0.85555,0.55965,0.79299,0.83502,0.0009134,0.0009134,0.0009134
138,817.311,0.63938,0.75724,0.88856,0.96158,0.9538,0.995,0.85555,0.55965,0.79299,0.83502,0.000910925,0.000910925,0.000910925
139,823.043,0.66966,0.7713,0.92837,0.96158,0.9538,0.995,0.85555,0.55965,0.79299,0.83502,0.00090845,0.00090845,0.00090845
140,829.056,0.61461,0.78067,0.88754,0.96004,0.95368,0.995,0.86834,0.5521,0.79149,0.8324,0.000905975,0.000905975,0.000905975
141,835.945,0.60559,0.60436,0.87443,0.96004,0.95368,0.995,0.86834,0.5521,0.79149,0.8324,0.0009035,0.0009035,0.0009035
142,841.472,0.64832,0.74285,0.91574,0.96004,0.95368,0.995,0.86834,0.5521,0.79149,0.8324,0.000901025,0.000901025,0.000901025
143,846.991,0.57512,0.71283,0.87104,0.96004,0.95368,0.995,0.86834,0.5521,0.79149,0.8324,0.00089855,0.00089855,0.00089855
144,852.593,0.64741,0.69307,0.92039,0.96028,0.975,0.99045,0.86767,0.57145,0.814,0.83705,0.000896075,0.000896075,0.000896075
145,858.146,0.60846,0.67581,0.87523,0.96028,0.975,0.99045,0.86767,0.57145,0.814,0.83705,0.0008936,0.0008936,0.0008936
146,863.726,0.60263,0.70221,0.89597,0.96028,0.975,0.99045,0.86767,0.57145,0.814,0.83705,0.000891125,0.000891125,0.000891125
147,869.385,0.67421,0.70587,0.91029,0.96028,0.975,0.99045,0.86767,0.57145,0.814,0.83705,0.00088865,0.00088865,0.00088865
148,875.019,0.68792,0.74316,0.89318,0.95916,1,0.99273,0.85467,0.60685,0.84698,0.85792,0.000886175,0.000886175,0.000886175
149,880.488,0.64851,0.75709,0.91028,0.95916,1,0.99273,0.85467,0.60685,0.84698,0.85792,0.0008837,0.0008837,0.0008837
150,886.006,0.62086,0.77557,0.93451,0.95916,1,0.99273,0.85467,0.60685,0.84698,0.85792,0.000881225,0.000881225,0.000881225
151,891.513,0.63703,0.7195,0.8758,0.95916,1,0.99273,0.85467,0.60685,0.84698,0.85792,0.00087875,0.00087875,0.00087875
152,897.057,0.60783,0.66332,0.90859,0.99035,0.99509,0.995,0.87459,0.51496,0.85246,0.8253,0.000876275,0.000876275,0.000876275
153,902.717,0.59837,0.7129,0.8782,0.99035,0.99509,0.995,0.87459,0.51496,0.85246,0.8253,0.0008738,0.0008738,0.0008738
154,908.39,0.593,0.70323,0.88725,0.99035,0.99509,0.995,0.87459,0.51496,0.85246,0.8253,0.000871325,0.000871325,0.000871325
155,914.051,0.62235,0.77105,0.92254,0.99035,0.99509,0.995,0.87459,0.51496,0.85246,0.8253,0.00086885,0.00086885,0.00086885
156,920.002,0.58369,0.6522,0.87964,0.97847,0.99253,0.995,0.87588,0.55002,0.81947,0.82894,0.000866375,0.000866375,0.000866375
157,925.831,0.64128,0.76288,0.90959,0.97847,0.99253,0.995,0.87588,0.55002,0.81947,0.82894,0.0008639,0.0008639,0.0008639
158,931.742,0.65584,0.71939,0.86568,0.97847,0.99253,0.995,0.87588,0.55002,0.81947,0.82894,0.000861425,0.000861425,0.000861425
159,937.447,0.62379,0.64492,0.86978,0.97847,0.99253,0.995,0.87588,0.55002,0.81947,0.82894,0.00085895,0.00085895,0.00085895
160,943.872,0.63897,0.70062,0.87606,0.96928,0.99461,0.995,0.88037,0.54127,0.77641,0.83077,0.000856475,0.000856475,0.000856475
161,949.491,0.55641,0.67511,0.8718,0.96928,0.99461,0.995,0.88037,0.54127,0.77641,0.83077,0.000854,0.000854,0.000854
162,954.982,0.58074,0.61657,0.86114,0.96928,0.99461,0.995,0.88037,0.54127,0.77641,0.83077,0.000851525,0.000851525,0.000851525
163,960.528,0.53665,0.67547,0.89965,0.96928,0.99461,0.995,0.88037,0.54127,0.77641,0.83077,0.00084905,0.00084905,0.00084905
164,966.151,0.57883,0.6239,0.88622,0.98069,1,0.995,0.88554,0.50306,0.709,0.81856,0.000846575,0.000846575,0.000846575
165,971.805,0.62929,0.64957,0.84866,0.98069,1,0.995,0.88554,0.50306,0.709,0.81856,0.0008441,0.0008441,0.0008441
166,977.429,0.66997,0.68115,0.88934,0.98069,1,0.995,0.88554,0.50306,0.709,0.81856,0.000841625,0.000841625,0.000841625
167,983.092,0.59452,0.61668,0.85864,0.98069,1,0.995,0.88554,0.50306,0.709,0.81856,0.00083915,0.00083915,0.00083915
168,988.877,0.64413,0.6676,0.86929,0.98608,1,0.995,0.88606,0.49699,0.65644,0.81537,0.000836675,0.000836675,0.000836675
169,994.721,0.55745,0.66191,0.87071,0.98608,1,0.995,0.88606,0.49699,0.65644,0.81537,0.0008342,0.0008342,0.0008342
170,1000.21,0.62558,0.63991,0.88767,0.98608,1,0.995,0.88606,0.49699,0.65644,0.81537,0.000831725,0.000831725,0.000831725
171,1005.77,0.61923,0.63376,0.86608,0.98608,1,0.995,0.88606,0.49699,0.65644,0.81537,0.00082925,0.00082925,0.00082925
172,1011.28,0.64343,0.63733,0.86268,0.98867,1,0.995,0.88253,0.54147,0.65573,0.83033,0.000826775,0.000826775,0.000826775
173,1017.07,0.58793,0.61233,0.87222,0.98867,1,0.995,0.88253,0.54147,0.65573,0.83033,0.0008243,0.0008243,0.0008243
174,1022.67,0.56869,0.57232,0.8414,0.98867,1,0.995,0.88253,0.54147,0.65573,0.83033,0.000821825,0.000821825,0.000821825
175,1028.3,0.66847,0.61405,0.86426,0.98867,1,0.995,0.88253,0.54147,0.65573,0.83033,0.00081935,0.00081935,0.00081935
176,1033.96,0.67514,0.63233,0.8771,0.99213,1,0.995,0.88577,0.53175,0.6553,0.83141,0.000816875,0.000816875,0.000816875
177,1039.96,0.63307,0.62703,0.93169,0.99213,1,0.995,0.88577,0.53175,0.6553,0.83141,0.0008144,0.0008144,0.0008144
178,1045.54,0.63445,0.61675,0.8804,0.99213,1,0.995,0.88577,0.53175,0.6553,0.83141,0.000811925,0.000811925,0.000811925
179,1051.09,0.59553,0.60821,0.8511,0.99213,1,0.995,0.88577,0.53175,0.6553,0.83141,0.00080945,0.00080945,0.00080945
180,1056.78,0.58704,0.61056,0.8928,0.98958,1,0.995,0.89679,0.48645,0.6225,0.8125,0.000806975,0.000806975,0.000806975
181,1062.38,0.55209,0.59106,0.86754,0.98958,1,0.995,0.89679,0.48645,0.6225,0.8125,0.0008045,0.0008045,0.0008045
182,1068.07,0.62217,0.74179,0.88099,0.98958,1,0.995,0.89679,0.48645,0.6225,0.8125,0.000802025,0.000802025,0.000802025
183,1073.61,0.61015,0.62008,0.84815,0.98958,1,0.995,0.89679,0.48645,0.6225,0.8125,0.00079955,0.00079955,0.00079955
184,1079.21,0.62145,0.60822,0.85276,0.98703,0.99715,0.995,0.88734,0.49225,0.62071,0.80779,0.000797075,0.000797075,0.000797075
185,1085.05,0.60825,0.67614,0.85342,0.98703,0.99715,0.995,0.88734,0.49225,0.62071,0.80779,0.0007946,0.0007946,0.0007946
186,1090.74,0.55862,0.59723,0.87455,0.98703,0.99715,0.995,0.88734,0.49225,0.62071,0.80779,0.000792125,0.000792125,0.000792125
187,1096.31,0.54606,0.61466,0.87074,0.98703,0.99715,0.995,0.88734,0.49225,0.62071,0.80779,0.00078965,0.00078965,0.00078965
188,1101.97,0.57746,0.60161,0.89297,0.98713,0.99746,0.995,0.88373,0.51193,0.60379,0.81058,0.000787175,0.000787175,0.000787175
