epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,1107.53,0.69067,0.64533,0.8849,0.98713,0.99746,0.995,0.88373,0.51193,0.60379,0.81058,0.0007847,0.0007847,0.0007847
190,1113.07,0.52996,0.58703,0.849,0.98713,0.99746,0.995,0.88373,0.51193,0.60379,0.81058,0.000782225,0.000782225,0.000782225
191,1118.57,0.57696,0.58317,0.81901,0.98713,0.99746,0.995,0.88373,0.51193,0.60379,0.81058,0.00077975,0.00077975,0.00077975
192,1124.13,0.52189,0.60021,0.8721,0.98916,0.9978,0.995,0.88314,0.53774,0.59299,0.81665,0.000777275,0.000777275,0.000777275
193,1129.94,0.5811,0.58581,0.86905,0.98916,0.9978,0.995,0.88314,0.53774,0.59299,0.81665,0.0007748,0.0007748,0.0007748
194,1135.41,0.56974,0.57908,0.83914,0.98916,0.9978,0.995,0.88314,0.53774,0.59299,0.81665,0.000772325,0.000772325,0.000772325
195,1140.99,0.55878,0.54219,0.84856,0.98916,0.9978,0.995,0.88314,0.53774,0.59299,0.81665,0.00076985,0.00076985,0.00076985
196,1146.49,0.5344,0.58374,0.87575,0.99049,0.9988,0.995,0.89842,0.49153,0.59634,0.81152,0.000767375,0.000767375,0.000767375
197,1151.95,0.5926,0.61154,0.91456,0.99049,0.9988,0.995,0.89842,0.49153,0.59634,0.81152,0.0007649,0.0007649,0.0007649
198,1157.58,0.52914,0.58749,0.85355,0.99049,0.9988,0.995,0.89842,0.49153,0.59634,0.81152,0.000762425,0.000762425,0.000762425
199,1163.3,0.56415,0.60496,0.86948,0.99049,0.9988,0.995,0.89842,0.49153,0.59634,0.81152,0.00075995,0.00075995,0.00075995
200,1168.97,0.53491,0.57465,0.83941,0.99056,1,0.995,0.91183,0.45038,0.59493,0.80555,0.000757475,0.000757475,0.000757475
201,1174.62,0.53672,0.67248,0.88324,0.99056,1,0.995,0.91183,0.45038,0.59493,0.80555,0.000755,0.000755,0.000755
202,1180.21,0.6319,0.6285,0.87293,0.99056,1,0.995,0.91183,0.45038,0.59493,0.80555,0.000752525,0.000752525,0.000752525
203,1185.69,0.6094,0.75227,0.90187,0.99056,1,0.995,0.91183,0.45038,0.59493,0.80555,0.00075005,0.00075005,0.00075005
204,1191.33,0.60556,0.67298,0.8883,0.99292,1,0.995,0.90095,0.46301,0.61266,0.80322,0.000747575,0.000747575,0.000747575
205,1196.93,0.6269,0.56651,0.8688,0.99292,1,0.995,0.90095,0.46301,0.61266,0.80322,0.0007451,0.0007451,0.0007451
206,1202.36,0.5441,0.64257,0.88356,0.99292,1,0.995,0.90095,0.46301,0.61266,0.80322,0.000742625,0.000742625,0.000742625
207,1207.8,0.57398,0.61756,0.87267,0.99292,1,0.995,0.90095,0.46301,0.61266,0.80322,0.00074015,0.00074015,0.00074015
208,1213.23,0.61197,0.64942,0.86095,0.98772,1,0.995,0.90431,0.46964,0.6285,0.80036,0.000737675,0.000737675,0.000737675
209,1218.89,0.59483,0.62606,0.87543,0.98772,1,0.995,0.90431,0.46964,0.6285,0.80036,0.0007352,0.0007352,0.0007352
210,1224.42,0.56551,0.60183,0.89105,0.98772,1,0.995,0.90431,0.46964,0.6285,0.80036,0.000732725,0.000732725,0.000732725
211,1230.22,0.54929,0.62183,0.86014,0.98772,1,0.995,0.90431,0.46964,0.6285,0.80036,0.00073025,0.00073025,0.00073025
212,1236.02,0.54713,0.5782,0.83594,0.97805,1,0.995,0.88719,0.55891,0.6468,0.81718,0.000727775,0.000727775,0.000727775
213,1241.66,0.6922,0.63978,0.88843,0.97805,1,0.995,0.88719,0.55891,0.6468,0.81718,0.0007253,0.0007253,0.0007253
214,1247.21,0.58382,0.57887,0.84225,0.97805,1,0.995,0.88719,0.55891,0.6468,0.81718,0.000722825,0.000722825,0.000722825
215,1252.73,0.59543,0.67218,0.90191,0.97805,1,0.995,0.88719,0.55891,0.6468,0.81718,0.00072035,0.00072035,0.00072035
216,1258.39,0.61615,0.59657,0.83065,0.97845,1,0.995,0.87896,0.55639,0.65461,0.81779,0.000717875,0.000717875,0.000717875
217,1263.87,0.52386,0.58717,0.84416,0.97845,1,0.995,0.87896,0.55639,0.65461,0.81779,0.0007154,0.0007154,0.0007154
218,1269.43,0.60912,0.60485,0.86594,0.97845,1,0.995,0.87896,0.55639,0.65461,0.81779,0.000712925,0.000712925,0.000712925
219,1275.01,0.54635,0.58395,0.85087,0.97845,1,0.995,0.87896,0.55639,0.65461,0.81779,0.00071045,0.00071045,0.00071045
220,1280.57,0.64298,0.64549,0.86237,0.98752,1,0.995,0.90699,0.49164,0.63062,0.80701,0.000707975,0.000707975,0.000707975
221,1286.11,0.49845,0.5307,0.82576,0.98752,1,0.995,0.90699,0.49164,0.63062,0.80701,0.0007055,0.0007055,0.0007055
222,1291.67,0.51493,0.57998,0.84441,0.98752,1,0.995,0.90699,0.49164,0.63062,0.80701,0.000703025,0.000703025,0.000703025
223,1297.22,0.56575,0.6481,0.91048,0.98752,1,0.995,0.90699,0.49164,0.63062,0.80701,0.00070055,0.00070055,0.00070055
224,1302.97,0.4944,0.56944,0.84013,0.9913,1,0.995,0.90295,0.4746,0.59556,0.79689,0.000698075,0.000698075,0.000698075
225,1308.5,0.4476,0.56161,0.84553,0.9913,1,0.995,0.90295,0.4746,0.59556,0.79689,0.0006956,0.0006956,0.0006956
226,1314.1,0.52881,0.55085,0.86235,0.9913,1,0.995,0.90295,0.4746,0.59556,0.79689,0.000693125,0.000693125,0.000693125
227,1319.77,0.58029,0.57701,0.87355,0.9913,1,0.995,0.90295,0.4746,0.59556,0.79689,0.00069065,0.00069065,0.00069065
228,1325.39,0.60302,0.58095,0.85772,0.98961,1,0.995,0.91589,0.45403,0.58208,0.79353,0.000688175,0.000688175,0.000688175
229,1330.92,0.55117,0.56505,0.88098,0.98961,1,0.995,0.91589,0.45403,0.58208,0.79353,0.0006857,0.0006857,0.0006857
230,1336.46,0.54387,0.57655,0.88763,0.98961,1,0.995,0.91589,0.45403,0.58208,0.79353,0.000683225,0.000683225,0.000683225
231,1342.01,0.52972,0.53536,0.83829,0.98961,1,0.995,0.91589,0.45403,0.58208,0.79353,0.00068075,0.00068075,0.00068075
232,1347.65,0.54379,0.57135,0.86318,0.99152,1,0.995,0.91527,0.43928,0.57672,0.79264,0.000678275,0.000678275,0.000678275
233,1353.19,0.49572,0.56301,0.8448,0.99152,1,0.995,0.91527,0.43928,0.57672,0.79264,0.0006758,0.0006758,0.0006758
234,1358.8,0.59579,0.6174,0.87052,0.99152,1,0.995,0.91527,0.43928,0.57672,0.79264,0.000673325,0.000673325,0.000673325
235,1364.4,0.49723,0.55386,0.84354,0.99152,1,0.995,0.91527,0.43928,0.57672,0.79264,0.00067085,0.00067085,0.00067085
236,1370.07,0.52019,0.60931,0.87042,0.99281,0.99974,0.995,0.90015,0.46756,0.57542,0.80062,0.000668375,0.000668375,0.000668375
237,1375.78,0.51802,0.56574,0.83159,0.99281,0.99974,0.995,0.90015,0.46756,0.57542,0.80062,0.0006659,0.0006659,0.0006659
238,1381.49,0.52324,0.61038,0.88331,0.99281,0.99974,0.995,0.90015,0.46756,0.57542,0.80062,0.000663425,0.000663425,0.000663425
239,1387.15,0.5702,0.56121,0.87615,0.99281,0.99974,0.995,0.90015,0.46756,0.57542,0.80062,0.00066095,0.00066095,0.00066095
240,1392.94,0.5286,0.55985,0.85283,0.98975,1,0.995,0.90748,0.43496,0.54687,0.79215,0.000658475,0.000658475,0.000658475
241,1398.61,0.51502,0.58301,0.87107,0.98975,1,0.995,0.90748,0.43496,0.54687,0.79215,0.000656,0.000656,0.000656
242,1404.28,0.43782,0.46682,0.84509,0.98975,1,0.995,0.90748,0.43496,0.54687,0.79215,0.000653525,0.000653525,0.000653525
243,1409.92,0.52482,0.52976,0.86866,0.98975,1,0.995,0.90748,0.43496,0.54687,0.79215,0.00065105,0.00065105,0.00065105
244,1415.64,0.45193,0.54426,0.84392,0.9893,1,0.995,0.93183,0.384,0.53504,0.78418,0.000648575,0.000648575,0.000648575
245,1421.52,0.50676,0.50687,0.84838,0.9893,1,0.995,0.93183,0.384,0.53504,0.78418,0.0006461,0.0006461,0.0006461
246,1427.25,0.47273,0.55729,0.86741,0.9893,1,0.995,0.93183,0.384,0.53504,0.78418,0.000643625,0.000643625,0.000643625
247,1432.84,0.55661,0.52767,0.83613,0.9893,1,0.995,0.93183,0.384,0.53504,0.78418,0.00064115,0.00064115,0.00064115
248,1438.54,0.54041,0.55206,0.87056,0.99001,1,0.995,0.9281,0.38284,0.53649,0.78453,0.000638675,0.000638675,0.000638675
249,1444.16,0.48981,0.52985,0.83851,0.99001,1,0.995,0.9281,0.38284,0.53649,0.78453,0.0006362,0.0006362,0.0006362
250,1449.69,0.47592,0.51103,0.8583,0.99001,1,0.995,0.9281,0.38284,0.53649,0.78453,0.000633725,0.000633725,0.000633725
251,1455.28,0.50378,0.52727,0.86223,0.99001,1,0.995,0.9281,0.38284,0.53649,0.78453,0.00063125,0.00063125,0.00063125
252,1460.93,0.47619,0.52266,0.83533,0.98505,0.99999,0.995,0.94117,0.3779,0.54777,0.78297,0.000628775,0.000628775,0.000628775
253,1466.49,0.49346,0.51639,0.87844,0.98505,0.99999,0.995,0.94117,0.3779,0.54777,0.78297,0.0006263,0.0006263,0.0006263
254,1472.09,0.50666,0.54237,0.82807,0.98505,0.99999,0.995,0.94117,0.3779,0.54777,0.78297,0.000623825,0.000623825,0.000623825
255,1477.64,0.49773,0.52799,0.83642,0.98505,0.99999,0.995,0.94117,0.3779,0.54777,0.78297,0.00062135,0.00062135,0.00062135
256,1483.23,0.49339,0.57269,0.84341,0.98559,0.9996,0.995,0.92975,0.41521,0.55331,0.78868,0.000618875,0.000618875,0.000618875
257,1488.73,0.46831,0.51003,0.86044,0.98559,0.9996,0.995,0.92975,0.41521,0.55331,0.78868,0.0006164,0.0006164,0.0006164
258,1494.28,0.52359,0.54011,0.84389,0.98559,0.9996,0.995,0.92975,0.41521,0.55331,0.78868,0.000613925,0.000613925,0.000613925
259,1499.98,0.52528,0.52421,0.81945,0.98559,0.9996,0.995,0.92975,0.41521,0.55331,0.78868,0.00061145,0.00061145,0.00061145
260,1505.62,0.42201,0.54875,0.81971,0.99083,1,0.995,0.92066,0.41442,0.54029,0.78669,0.000608975,0.000608975,0.000608975
261,1511.15,0.49414,0.50371,0.84859,0.99083,1,0.995,0.92066,0.41442,0.54029,0.78669,0.0006065,0.0006065,0.0006065
262,1516.74,0.44616,0.49467,0.86916,0.99083,1,0.995,0.92066,0.41442,0.54029,0.78669,0.000604025,0.000604025,0.000604025
263,1522.36,0.54653,0.52956,0.86091,0.99083,1,0.995,0.92066,0.41442,0.54029,0.78669,0.00060155,0.00060155,0.00060155
264,1528.06,0.50878,0.5208,0.86142,0.99296,1,0.995,0.92996,0.40121,0.53301,0.78428,0.000599075,0.000599075,0.000599075
265,1533.63,0.50669,0.50827,0.86987,0.99296,1,0.995,0.92996,0.40121,0.53301,0.78428,0.0005966,0.0005966,0.0005966
266,1539.27,0.53034,0.51806,0.85197,0.99296,1,0.995,0.92996,0.40121,0.53301,0.78428,0.000594125,0.000594125,0.000594125
267,1544.88,0.51098,0.49516,0.85017,0.99296,1,0.995,0.92996,0.40121,0.53301,0.78428,0.00059165,0.00059165,0.00059165
268,1550.55,0.44683,0.50823,0.83149,0.99154,1,0.995,0.9318,0.41065,0.52743,0.78709,0.000589175,0.000589175,0.000589175
269,1556.15,0.52485,0.55411,0.89315,0.99154,1,0.995,0.9318,0.41065,0.52743,0.78709,0.0005867,0.0005867,0.0005867
270,1561.82,0.52038,0.48877,0.83746,0.99154,1,0.995,0.9318,0.41065,0.52743,0.78709,0.000584225,0.000584225,0.000584225
271,1567.7,0.50865,0.55454,0.85064,0.99154,1,0.995,0.9318,0.41065,0.52743,0.78709,0.00058175,0.00058175,0.00058175
272,1573.3,0.42896,0.50685,0.81807,0.98975,1,0.995,0.94164,0.37118,0.52222,0.78132,0.000579275,0.000579275,0.000579275
273,1578.82,0.48859,0.53177,0.85313,0.98975,1,0.995,0.94164,0.37118,0.52222,0.78132,0.0005768,0.0005768,0.0005768
274,1584.34,0.45801,0.4808,0.81083,0.98975,1,0.995,0.94164,0.37118,0.52222,0.78132,0.000574325,0.000574325,0.000574325
275,1589.81,0.45102,0.52582,0.87139,0.98975,1,0.995,0.94164,0.37118,0.52222,0.78132,0.00057185,0.00057185,0.00057185
276,1595.38,0.53336,0.56235,0.85935,0.99118,1,0.995,0.94071,0.35321,0.52375,0.77796,0.000569375,0.000569375,0.000569375
277,1600.93,0.43868,0.51997,0.8623,0.99118,1,0.995,0.94071,0.35321,0.52375,0.77796,0.0005669,0.0005669,0.0005669
278,1606.52,0.42292,0.55444,0.87037,0.99118,1,0.995,0.94071,0.35321,0.52375,0.77796,0.000564425,0.000564425,0.000564425
279,1612.08,0.44039,0.47911,0.83453,0.99118,1,0.995,0.94071,0.35321,0.52375,0.77796,0.00056195,0.00056195,0.00056195
280,1617.85,0.52084,0.48823,0.83658,0.9906,1,0.995,0.94127,0.35507,0.53168,0.77872,0.000559475,0.000559475,0.000559475
281,1623.34,0.51859,0.53681,0.86503,0.9906,1,0.995,0.94127,0.35507,0.53168,0.77872,0.000557,0.000557,0.000557
282,1628.91,0.43465,0.50877,0.84139,0.9906,1,0.995,0.94127,0.35507,0.53168,0.77872,0.000554525,0.000554525,0.000554525
283,1634.47,0.44379,0.4979,0.83221,0.9906,1,0.995,0.94127,0.35507,0.53168,0.77872,0.00055205,0.00055205,0.00055205
284,1639.99,0.49238,0.53647,0.83616,0.98814,1,0.995,0.93707,0.36209,0.5384,0.78038,0.000549575,0.000549575,0.000549575
285,1645.44,0.46926,0.50546,0.85369,0.98814,1,0.995,0.93707,0.36209,0.5384,0.78038,0.0005471,0.0005471,0.0005471
286,1650.93,0.43062,0.51317,0.84922,0.98814,1,0.995,0.93707,0.36209,0.5384,0.78038,0.000544625,0.000544625,0.000544625
287,1656.54,0.45007,0.49882,0.85862,0.98814,1,0.995,0.93707,0.36209,0.5384,0.78038,0.00054215,0.00054215,0.00054215
288,1662.14,0.49056,0.56713,0.88274,0.98559,1,0.995,0.93536,0.37566,0.53843,0.78289,0.000539675,0.000539675,0.000539675
289,1667.68,0.42312,0.47423,0.87103,0.98559,1,0.995,0.93536,0.37566,0.53843,0.78289,0.0005372,0.0005372,0.0005372
290,1673.27,0.54278,0.56131,0.83356,0.98559,1,0.995,0.93536,0.37566,0.53843,0.78289,0.000534725,0.000534725,0.000534725
291,1678.93,0.47567,0.51372,0.84633,0.98559,1,0.995,0.93536,0.37566,0.53843,0.78289,0.00053225,0.00053225,0.00053225
292,1684.75,0.48162,0.48074,0.84285,0.9806,1,0.995,0.91944,0.3879,0.53893,0.78251,0.000529775,0.000529775,0.000529775
293,1690.6,0.44434,0.47813,0.83119,0.9806,1,0.995,0.91944,0.3879,0.53893,0.78251,0.0005273,0.0005273,0.0005273
294,1696.25,0.40011,0.46671,0.83098,0.9806,1,0.995,0.91944,0.3879,0.53893,0.78251,0.000524825,0.000524825,0.000524825
295,1702.83,0.47893,0.50349,0.83892,0.9806,1,0.995,0.91944,0.3879,0.53893,0.78251,0.00052235,0.00052235,0.00052235
296,1708.82,0.5311,0.48899,0.85728,0.98026,1,0.995,0.91957,0.40326,0.52308,0.7853,0.000519875,0.000519875,0.000519875
297,1714.57,0.4415,0.47818,0.80841,0.98026,1,0.995,0.91957,0.40326,0.52308,0.7853,0.0005174,0.0005174,0.0005174
298,1720.32,0.49137,0.47907,0.84235,0.98026,1,0.995,0.91957,0.40326,0.52308,0.7853,0.000514925,0.000514925,0.000514925
299,1726.04,0.43749,0.48149,0.84001,0.98026,1,0.995,0.91957,0.40326,0.52308,0.7853,0.00051245,0.00051245,0.00051245
300,1731.76,0.41926,0.47971,0.84991,0.98344,1,0.995,0.9266,0.395,0.49613,0.78474,0.000509975,0.000509975,0.000509975
301,1737.4,0.48971,0.53214,0.88876,0.98344,1,0.995,0.9266,0.395,0.49613,0.78474,0.0005075,0.0005075,0.0005075
302,1743.02,0.47248,0.45366,0.87172,0.98344,1,0.995,0.9266,0.395,0.49613,0.78474,0.000505025,0.000505025,0.000505025
303,1748.89,0.44225,0.47378,0.80193,0.98344,1,0.995,0.9266,0.395,0.49613,0.78474,0.00050255,0.00050255,0.00050255
304,1754.44,0.53714,0.57409,0.91524,0.98423,1,0.995,0.93814,0.38505,0.49742,0.78385,0.000500075,0.000500075,0.000500075
305,1760.2,0.46963,0.45696,0.82223,0.98423,1,0.995,0.93814,0.38505,0.49742,0.78385,0.0004976,0.0004976,0.0004976
306,1765.68,0.54919,0.60284,0.84302,0.98423,1,0.995,0.93814,0.38505,0.49742,0.78385,0.000495125,0.000495125,0.000495125
307,1771.48,0.49314,0.4826,0.85999,0.98423,1,0.995,0.93814,0.38505,0.49742,0.78385,0.00049265,0.00049265,0.00049265
308,1777.02,0.45162,0.50684,0.81734,0.98344,1,0.995,0.93242,0.40298,0.50273,0.78819,0.000490175,0.000490175,0.000490175
309,1782.43,0.5048,0.50875,0.84473,0.98344,1,0.995,0.93242,0.40298,0.50273,0.78819,0.0004877,0.0004877,0.0004877
310,1787.9,0.41775,0.47586,0.83357,0.98344,1,0.995,0.93242,0.40298,0.50273,0.78819,0.000485225,0.000485225,0.000485225
311,1793.48,0.43485,0.4568,0.83889,0.98344,1,0.995,0.93242,0.40298,0.50273,0.78819,0.00048275,0.00048275,0.00048275
312,1799.14,0.49996,0.48163,0.82365,0.98406,1,0.995,0.92363,0.42242,0.49626,0.78997,0.000480275,0.000480275,0.000480275
313,1804.75,0.39603,0.46057,0.81879,0.98406,1,0.995,0.92363,0.42242,0.49626,0.78997,0.0004778,0.0004778,0.0004778
314,1810.27,0.45963,0.48644,0.83696,0.98406,1,0.995,0.92363,0.42242,0.49626,0.78997,0.000475325,0.000475325,0.000475325
315,1815.81,0.47752,0.46411,0.85923,0.98406,1,0.995,0.92363,0.42242,0.49626,0.78997,0.00047285,0.00047285,0.00047285
316,1821.53,0.49088,0.46569,0.80362,0.98626,1,0.995,0.92873,0.41093,0.48715,0.78764,0.000470375,0.000470375,0.000470375
317,1827.13,0.44255,0.45069,0.82537,0.98626,1,0.995,0.92873,0.41093,0.48715,0.78764,0.0004679,0.0004679,0.0004679
318,1833.07,0.48945,0.45911,0.81486,0.98626,1,0.995,0.92873,0.41093,0.48715,0.78764,0.000465425,0.000465425,0.000465425
319,1838.71,0.33436,0.40699,0.77788,0.98626,1,0.995,0.92873,0.41093,0.48715,0.78764,0.00046295,0.00046295,0.00046295
320,1844.39,0.44302,0.46969,0.81026,0.98953,1,0.995,0.93222,0.37425,0.47588,0.78049,0.000460475,0.000460475,0.000460475
321,1850.05,0.45692,0.49998,0.85511,0.98953,1,0.995,0.93222,0.37425,0.47588,0.78049,0.000458,0.000458,0.000458
322,1855.64,0.4894,0.51846,0.84513,0.98953,1,0.995,0.93222,0.37425,0.47588,0.78049,0.000455525,0.000455525,0.000455525
323,1861.16,0.47904,0.56733,0.85642,0.98953,1,0.995,0.93222,0.37425,0.47588,0.78049,0.00045305,0.00045305,0.00045305
324,1866.85,0.44367,0.44584,0.82314,0.98968,1,0.995,0.93837,0.36572,0.46991,0.77709,0.000450575,0.000450575,0.000450575
325,1872.42,0.46033,0.4596,0.84531,0.98968,1,0.995,0.93837,0.36572,0.46991,0.77709,0.0004481,0.0004481,0.0004481
326,1878.08,0.51542,0.51154,0.84418,0.98968,1,0.995,0.93837,0.36572,0.46991,0.77709,0.000445625,0.000445625,0.000445625
327,1883.86,0.47922,0.52951,0.84574,0.98968,1,0.995,0.93837,0.36572,0.46991,0.77709,0.00044315,0.00044315,0.00044315
328,1889.41,0.45137,0.45739,0.80901,0.98644,1,0.995,0.93046,0.37519,0.4727,0.77828,0.000440675,0.000440675,0.000440675
329,1894.92,0.50212,0.46421,0.8449,0.98644,1,0.995,0.93046,0.37519,0.4727,0.77828,0.0004382,0.0004382,0.0004382
330,1900.47,0.45478,0.45785,0.83025,0.98644,1,0.995,0.93046,0.37519,0.4727,0.77828,0.000435725,0.000435725,0.000435725
331,1905.99,0.45618,0.47504,0.85748,0.98644,1,0.995,0.93046,0.37519,0.4727,0.77828,0.00043325,0.00043325,0.00043325
332,1911.5,0.42697,0.44851,0.79182,0.98293,1,0.995,0.93511,0.36536,0.4667,0.77927,0.000430775,0.000430775,0.000430775
333,1917.18,0.56307,0.54464,0.87402,0.98293,1,0.995,0.93511,0.36536,0.4667,0.77927,0.0004283,0.0004283,0.0004283
334,1922.86,0.44206,0.46478,0.87466,0.98293,1,0.995,0.93511,0.36536,0.4667,0.77927,0.000425825,0.000425825,0.000425825
335,1929.36,0.44369,0.44198,0.86993,0.98293,1,0.995,0.93511,0.36536,0.4667,0.77927,0.00042335,0.00042335,0.00042335
336,1935.77,0.45913,0.44978,0.81024,0.97986,1,0.995,0.9378,0.34475,0.4708,0.77653,0.000420875,0.000420875,0.000420875
337,1941.81,0.4395,0.47,0.84611,0.97986,1,0.995,0.9378,0.34475,0.4708,0.77653,0.0004184,0.0004184,0.0004184
338,1947.71,0.46232,0.47429,0.83226,0.97986,1,0.995,0.9378,0.34475,0.4708,0.77653,0.000415925,0.000415925,0.000415925
339,1954.13,0.41394,0.48064,0.84653,0.97986,1,0.995,0.9378,0.34475,0.4708,0.77653,0.00041345,0.00041345,0.00041345
340,1959.75,0.47471,0.48197,0.83943,0.97577,1,0.995,0.9355,0.34814,0.47421,0.7771,0.000410975,0.000410975,0.000410975
341,1965.29,0.4732,0.4677,0.81638,0.97577,1,0.995,0.9355,0.34814,0.47421,0.7771,0.0004085,0.0004085,0.0004085
342,1971.06,0.49478,0.45483,0.82714,0.97577,1,0.995,0.9355,0.34814,0.47421,0.7771,0.000406025,0.000406025,0.000406025
343,1976.74,0.45218,0.53636,0.83324,0.97577,1,0.995,0.9355,0.34814,0.47421,0.7771,0.00040355,0.00040355,0.00040355
344,1983.16,0.43677,0.46704,0.82064,0.97367,1,0.995,0.93073,0.34903,0.47786,0.7761,0.000401075,0.000401075,0.000401075
345,1990.6,0.49027,0.45145,0.86286,0.97367,1,0.995,0.93073,0.34903,0.47786,0.7761,0.0003986,0.0003986,0.0003986
346,1997.53,0.44549,0.4863,0.86295,0.97367,1,0.995,0.93073,0.34903,0.47786,0.7761,0.000396125,0.000396125,0.000396125
347,2004.05,0.43996,0.4676,0.83833,0.97367,1,0.995,0.93073,0.34903,0.47786,0.7761,0.00039365,0.00039365,0.00039365
348,2009.84,0.4922,0.47094,0.83641,0.98013,1,0.995,0.93931,0.33814,0.46094,0.77308,0.000391175,0.000391175,0.000391175
349,2016.09,0.49432,0.49259,0.83379,0.98013,1,0.995,0.93931,0.33814,0.46094,0.77308,0.0003887,0.0003887,0.0003887
350,2022.09,0.45646,0.46411,0.83133,0.98013,1,0.995,0.93931,0.33814,0.46094,0.77308,0.000386225,0.000386225,0.000386225
351,2027.57,0.46082,0.4381,0.85366,0.98013,1,0.995,0.93931,0.33814,0.46094,0.77308,0.00038375,0.00038375,0.00038375
352,2033.11,0.46193,0.4796,0.83395,0.98586,1,0.995,0.93562,0.34806,0.45103,0.77432,0.000381275,0.000381275,0.000381275
353,2038.7,0.47152,0.45999,0.83885,0.98586,1,0.995,0.93562,0.34806,0.45103,0.77432,0.0003788,0.0003788,0.0003788
354,2044.26,0.42064,0.47162,0.8421,0.98586,1,0.995,0.93562,0.34806,0.45103,0.77432,0.000376325,0.000376325,0.000376325
355,2049.88,0.45708,0.46086,0.83869,0.98586,1,0.995,0.93562,0.34806,0.45103,0.77432,0.00037385,0.00037385,0.00037385
356,2055.54,0.37948,0.46071,0.82666,0.99025,1,0.995,0.93639,0.36603,0.44672,0.77522,0.000371375,0.000371375,0.000371375
357,2061.1,0.46248,0.445,0.83975,0.99025,1,0.995,0.93639,0.36603,0.44672,0.77522,0.0003689,0.0003689,0.0003689
358,2066.66,0.39923,0.42353,0.83328,0.99025,1,0.995,0.93639,0.36603,0.44672,0.77522,0.000366425,0.000366425,0.000366425
359,2072.31,0.42326,0.4327,0.81043,0.99025,1,0.995,0.93639,0.36603,0.44672,0.77522,0.00036395,0.00036395,0.00036395
360,2078.02,0.40806,0.44501,0.8243,0.99143,1,0.995,0.94509,0.36156,0.44052,0.77421,0.000361475,0.000361475,0.000361475
361,2083.64,0.45362,0.43671,0.82977,0.99143,1,0.995,0.94509,0.36156,0.44052,0.77421,0.000359,0.000359,0.000359
362,2089.24,0.41799,0.432,0.833,0.99143,1,0.995,0.94509,0.36156,0.44052,0.77421,0.000356525,0.000356525,0.000356525
363,2094.86,0.43294,0.43853,0.82625,0.99143,1,0.995,0.94509,0.36156,0.44052,0.77421,0.00035405,0.00035405,0.00035405
364,2100.54,0.41806,0.43645,0.81576,0.99093,1,0.995,0.9447,0.34763,0.43092,0.77384,0.000351575,0.000351575,0.000351575
365,2106.18,0.43855,0.43323,0.83761,0.99093,1,0.995,0.9447,0.34763,0.43092,0.77384,0.0003491,0.0003491,0.0003491
366,2111.76,0.38024,0.41793,0.8124,0.99093,1,0.995,0.9447,0.34763,0.43092,0.77384,0.000346625,0.000346625,0.000346625
367,2117.5,0.4366,0.43201,0.85692,0.99093,1,0.995,0.9447,0.34763,0.43092,0.77384,0.00034415,0.00034415,0.00034415
368,2123.25,0.44127,0.45275,0.85476,0.99022,1,0.995,0.95535,0.33085,0.42242,0.77304,0.000341675,0.000341675,0.000341675
369,2129.2,0.41323,0.44167,0.85868,0.99022,1,0.995,0.95535,0.33085,0.42242,0.77304,0.0003392,0.0003392,0.0003392
370,2134.99,0.43323,0.43117,0.81362,0.99022,1,0.995,0.95535,0.33085,0.42242,0.77304,0.000336725,0.000336725,0.000336725
371,2140.79,0.44976,0.42601,0.83308,0.99022,1,0.995,0.95535,0.33085,0.42242,0.77304,0.00033425,0.00033425,0.00033425
372,2146.39,0.40359,0.42933,0.85493,0.98721,1,0.995,0.95144,0.33508,0.42782,0.77444,0.000331775,0.000331775,0.000331775
373,2151.89,0.44782,0.46133,0.85756,0.98721,1,0.995,0.95144,0.33508,0.42782,0.77444,0.0003293,0.0003293,0.0003293
374,2157.46,0.35077,0.38688,0.8223,0.98721,1,0.995,0.95144,0.33508,0.42782,0.77444,0.000326825,0.000326825,0.000326825
375,2163.4,0.43673,0.4306,0.83877,0.98721,1,0.995,0.95144,0.33508,0.42782,0.77444,0.00032435,0.00032435,0.00032435
376,2169.15,0.48628,0.44995,0.84963,0.98246,1,0.995,0.95111,0.33398,0.4286,0.77369,0.000321875,0.000321875,0.000321875
377,2174.71,0.4455,0.43188,0.82832,0.98246,1,0.995,0.95111,0.33398,0.4286,0.77369,0.0003194,0.0003194,0.0003194
378,2180.3,0.45297,0.43598,0.83504,0.98246,1,0.995,0.95111,0.33398,0.4286,0.77369,0.000316925,0.000316925,0.000316925
379,2185.85,0.48121,0.43433,0.85138,0.98246,1,0.995,0.95111,0.33398,0.4286,0.77369,0.00031445,0.00031445,0.00031445
380,2191.46,0.43557,0.44038,0.82418,0.97946,1,0.995,0.95474,0.32348,0.43395,0.77171,0.000311975,0.000311975,0.000311975
381,2197.01,0.44833,0.43947,0.83952,0.97946,1,0.995,0.95474,0.32348,0.43395,0.77171,0.0003095,0.0003095,0.0003095
382,2202.63,0.35949,0.41191,0.83535,0.97946,1,0.995,0.95474,0.32348,0.43395,0.77171,0.000307025,0.000307025,0.000307025
