epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,3077.71,0.50501,0.55597,0.88508,0.99541,0.99635,0.995,0.93289,0.37856,0.48838,0.81083,0.000117687,0.000117687,0.000117687
185,3095.04,0.57115,0.52483,0.87743,0.99541,0.99635,0.995,0.93289,0.37856,0.48838,0.81083,0.0001115,0.0001115,0.0001115
186,3112.36,0.5035,0.50488,0.85578,0.99531,0.9959,0.995,0.93589,0.37546,0.48489,0.80988,0.000105312,0.000105312,0.000105312
187,3130.09,0.52024,0.53928,0.86394,0.99531,0.9959,0.995,0.93589,0.37546,0.48489,0.80988,9.9125e-05,9.9125e-05,9.9125e-05
188,3146.07,0.55731,0.50291,0.88579,0.99529,0.99547,0.995,0.93371,0.37136,0.48207,0.80834,9.29375e-05,9.29375e-05,9.29375e-05
189,3163.65,0.49378,0.52459,0.86225,0.99529,0.99547,0.995,0.93371,0.37136,0.48207,0.80834,8.675e-05,8.675e-05,8.675e-05
190,3181.03,0.51628,0.53457,0.8781,0.99554,0.99494,0.995,0.93574,0.37461,0.48148,0.80724,8.05625e-05,8.05625e-05,8.05625e-05
191,3198.81,0.49006,0.58711,0.85434,0.99554,0.99494,0.995,0.93574,0.37461,0.48148,0.80724,7.4375e-05,7.4375e-05,7.4375e-05
192,3214.77,0.50078,0.58728,0.86914,0.99579,0.99375,0.995,0.93436,0.38608,0.48416,0.80802,6.81875e-05,6.81875e-05,6.81875e-05
193,3231.06,0.46453,0.55179,0.8591,0.99579,0.99375,0.995,0.93436,0.38608,0.48416,0.80802,6.2e-05,6.2e-05,6.2e-05
194,3247.8,0.45393,0.55261,0.83329,0.99617,0.99268,0.995,0.92853,0.39621,0.488,0.80914,5.58125e-05,5.58125e-05,5.58125e-05
195,3263.85,0.46102,0.53049,0.8226,0.99617,0.99268,0.995,0.92853,0.39621,0.488,0.80914,4.9625e-05,4.9625e-05,4.9625e-05
196,3280.47,0.45712,0.55372,0.82006,0.99662,0.99158,0.995,0.9284,0.4039,0.49318,0.81006,4.34375e-05,4.34375e-05,4.34375e-05
197,3296.58,0.43889,0.51783,0.85799,0.99662,0.99158,0.995,0.9284,0.4039,0.49318,0.81006,3.725e-05,3.725e-05,3.725e-05
198,3312,0.49678,0.58467,0.84563,0.99693,0.99079,0.995,0.92526,0.40477,0.49472,0.81023,3.10625e-05,3.10625e-05,3.10625e-05
199,3327.33,0.43564,0.52279,0.84122,0.99693,0.99079,0.995,0.92526,0.40477,0.49472,0.81023,2.4875e-05,2.4875e-05,2.4875e-05
200,3342.85,0.45252,0.54395,0.85866,0.99689,0.99035,0.995,0.92793,0.40176,0.49525,0.80979,1.86875e-05,1.86875e-05,1.86875e-05
